,state,gender,age,population,population_fraction,cumulative_fraction
1343,Florida,F,69,109411,0.00044157630945420445,0.26143452532326567
1344,Florida,F,70,108716,0.0004387713306580078,0.26187329665392367
1345,Florida,F,71,108255,0.0004369107619888759,0.26231020741591254
1346,Florida,F,72,111533,0.0004501405756492106,0.2627603479915618
1347,Florida,F,73,98617,0.0003980123653878063,0.26315836035694956
1348,Florida,F,74,90905,0.00036688719060180836,0.26352524754755136
1349,Florida,F,75,86381,0.00034862859481188944,0.26387387614236324
1350,Florida,F,76,81270,0.00032800090182288064,0.26420187704418613
1351,Florida,F,77,78318,0.0003160868048352943,0.26451796384902143
1352,Florida,F,78,72468,0.00029247655165867497,0.2648104404006801
1353,Florida,F,79,68825,0.0002777736196377478,0.26508821402031785
1354,Florida,F,80,65372,0.0002638375163524714,0.2653520515366703
1355,Florida,F,81,57531,0.00023219170521437366,0.2655842432418847
1356,Florida,F,82,56108,0.00022644856157841994,0.2658106918034631
1357,Florida,F,83,53249,0.0002149098070772311,0.26602560161054034
1358,Florida,F,84,50481,0.00020373832318101192,0.26622933993372133
1359,Florida,F,85,333187,0.0013447229786595317,0.26757406291238084
1360,Georgia,M,18,72022,0.0002906765221002524,0.2678647394344811
1361,Georgia,M,19,71931,0.00029030925149528276,0.26815504868597634
1362,Georgia,M,20,73206,0.00029545507590557156,0.2684505037618819
1363,Georgia,M,21,74778,0.00030179957470790415,0.2687523033365898
1364,Georgia,M,22,76520,0.00030883018343160856,0.26906113352002137
1365,Georgia,M,23,77124,0.00031126789162283557,0.2693724014116442
1366,Georgia,M,24,77158,0.00031140511360710994,0.2696838065252513
1367,Georgia,M,25,76381,0.00030826918767236925,0.26999207571292366
1368,Georgia,M,26,73123,0.00029512009282631354,0.27028719580575
1369,Georgia,M,27,70227,0.0002834320085187085,0.2705706278142687
1370,Georgia,M,28,68523,0.0002765547655421343,0.27084718257981083
1371,Georgia,M,29,68801,0.0002776767570606129,0.2711248593368714
1372,Georgia,M,30,68715,0.00027732966615921307,0.27140218900303065
1373,Georgia,M,31,65377,0.0002638576960560412,0.27166604669908667
1374,Georgia,M,32,67143,0.0002709851673568805,0.2719370318664436
1375,Georgia,M,33,66951,0.0002702102667398017,0.27220724213318337
1376,Georgia,M,34,67326,0.00027172374450753367,0.2724789658776909
1377,Georgia,M,35,70113,0.00028297191127731795,0.2727619377889682
1378,Georgia,M,36,65830,0.0002656859771994615,0.2730276237661676
1379,Georgia,M,37,64699,0.00026112132825198176,0.2732887450944196
1380,Georgia,M,38,63985,0.00025823966658222,0.2735469847610018
1381,Georgia,M,39,62604,0.00025266603245625223,0.2737996507934581
1382,Georgia,M,40,65071,0.00026262269819757187,0.27406227349165563
1383,Georgia,M,41,63709,0.0002571257469451692,0.27431939923860077
1384,Georgia,M,42,66011,0.0002664164824686868,0.27458581572106944
1385,Georgia,M,43,69141,0.0002790489769033566,0.2748648646979728
1386,Georgia,M,44,73238,0.00029558422600841803,0.27516044892398117
1387,Georgia,M,45,73154,0.00029524520698844605,0.2754556941309696
1388,Georgia,M,46,68246,0.00027543680996436955,0.275731130940934
1389,Georgia,M,47,66330,0.0002677039475564375,0.2759988348884904
1390,Georgia,M,48,66150,0.0002669774782279261,0.2762658123667183
1391,Georgia,M,49,67502,0.0002724340700731892,0.27653824643679153
1392,Georgia,M,50,70021,0.0002826006047316344,0.27682084704152315
1393,Georgia,M,51,70014,0.0002825723531466367,0.2771034193946698
1394,Georgia,M,52,68890,0.00027803595578415467,0.27738145535045394
1395,Georgia,M,53,67712,0.00027328161762311915,0.2776547369680771
1396,Georgia,M,54,67192,0.00027118292845186413,0.27792591989652893
1397,Georgia,M,55,67069,0.000270686507744048,0.27819660640427296
1398,Georgia,M,56,63926,0.00025800154608009683,0.27845460795035304
1399,Georgia,M,57,62151,0.000250837751312832,0.2787054457016659
1400,Georgia,M,58,61597,0.00024860184015730255,0.2789540475418232
1401,Georgia,M,59,58415,0.00023575947680550723,0.27918980701862867
1402,Georgia,M,60,56921,0.00022972978137886292,0.27941953680000753
1403,Georgia,M,61,54517,0.00022002737990252225,0.27963956417991004
1404,Georgia,M,62,51580,0.00020817382202564517,0.2798477380019357
1405,Georgia,M,63,49172,0.0001984552767864487,0.28004619327872216
1406,Georgia,M,64,47447,0.0001914932790548815,0.28023768655777703
1407,Georgia,M,65,46957,0.000189515668105045,0.2804272022258821
1408,Georgia,M,66,45853,0.00018505998955684196,0.28061226221543895
1409,Georgia,M,67,45902,0.00018525775065182562,0.28079751996609076
1410,Georgia,M,68,47056,0.00018991522623572625,0.2809874351923265
1411,Georgia,M,69,34219,0.00013810585529072417,0.2811255410476172
1412,Georgia,M,70,33612,0.0001356560392773553,0.28126119708689457
1413,Georgia,M,71,32129,0.00012967073919856444,0.2813908678260931
1414,Georgia,M,72,32436,0.00013090977299774772,0.28152177759909086
1415,Georgia,M,73,27503,0.0001110004774558224,0.2816327780765467
1416,Georgia,M,74,24675,9.958683711676609e-05,0.28173236491366344
1417,Georgia,M,75,22935,9.256430027448958e-05,0.2818249292139379
1418,Georgia,M,76,20847,8.413725606375776e-05,0.2819090664700017
1419,Georgia,M,77,18935,7.64205374186815e-05,0.2819854870074204
1420,Georgia,M,78,17114,6.907108937857487e-05,0.28205455809679897
1421,Georgia,M,79,15719,6.34409520826118e-05,0.2821179990488816
1422,Georgia,M,80,14347,5.790364142306963e-05,0.2821759026903046
1423,Georgia,M,81,12401,5.0049700793718996e-05,0.2822259523910983
1424,Georgia,M,82,11628,4.692991862183409e-05,0.28227288230972014
1425,Georgia,M,83,10358,4.1804273915115025e-05,0.28231468658363523
1426,Georgia,M,84,9152,3.693692941408888e-05,0.2823516235130493
1427,Georgia,M,85,43593,0.0001759387635433104,0.28252756227659265
1428,Georgia,F,18,67919,0.0002741170573509072,0.28280167933394357
1429,Georgia,F,19,67862,0.000273887008730212,0.2830755663426738
1430,Georgia,F,20,67879,0.00027395561972234916,0.28334952196239616
1431,Georgia,F,21,70241,0.0002834885116887038,0.28363301047408485
1432,Georgia,F,22,70950,0.0002863499936548958,0.28391936046773975
1433,Georgia,F,23,74239,0.000299624202663084,0.28421898467040285
1434,Georgia,F,24,75178,0.00030341395099348496,0.28452239862139633
1435,Georgia,F,25,76009,0.0003067678177267791,0.2848291664391231
1436,Georgia,F,26,72666,0.0002932756679200375,0.28512244210704313
1437,Georgia,F,27,70686,0.00028528450530641245,0.28540772661234953
1438,Georgia,F,28,68974,0.0002783749748041266,0.2856861015871537
1439,Georgia,F,29,69225,0.0002793879959233286,0.285965489583077
1440,Georgia,F,30,69972,0.00028240284363665073,0.28624789242671367
1441,Georgia,F,31,68863,0.0002779269853848779,0.28652581941209854
1442,Georgia,F,32,70558,0.0002847679048950266,0.28681058731699355
1443,Georgia,F,33,71016,0.00028661636574201665,0.28709720368273556
1444,Georgia,F,34,71621,0.0002890581098739576,0.2873862617926095
1445,Georgia,F,35,73041,0.00029478914568776946,0.28768105093829727
1446,Georgia,F,36,69928,0.00028222526224523685,0.2879632762005425
1447,Georgia,F,37,68783,0.00027760411012776176,0.2882408803106703
1448,Georgia,F,38,68793,0.0002776444695349013,0.2885185247802052
1449,Georgia,F,39,66685,0.0002691367065098904,0.2887876614867151
1450,Georgia,F,40,69535,0.0002806391375446537,0.28906830062425976
1451,Georgia,F,41,68628,0.0002769785393170992,0.28934527916357683
1452,Georgia,F,42,70596,0.0002849212706421568,0.289630200434219
1453,Georgia,F,43,73315,0.0002958949934433923,0.2899260954276624
1454,Georgia,F,44,77014,0.00031082393814430085,0.2902369193658067
1455,Georgia,F,45,75780,0.00030584358730328405,0.29054276295311
1456,Georgia,F,46,71290,0.0002877222134976395,0.29083048516660764
1457,Georgia,F,47,69516,0.00028056245467108864,0.2911110476212787
1458,Georgia,F,48,69212,0.0002793355286940472,0.29139038314997273
1459,Georgia,F,49,70303,0.00028373874001296883,0.2916741218899857
1460,Georgia,F,50,73779,0.00029776766993466606,0.2919718895599204
1461,Georgia,F,51,74249,0.00029966456207022353,0.2922715541219906
1462,Georgia,F,52,72980,0.0002945429533042184,0.2925660970752948
1463,Georgia,F,53,72387,0.00029214964046084485,0.29285824671575567
1464,Georgia,F,54,72002,0.0002905958032859733,0.29314884251904166
1465,Georgia,F,55,71445,0.00028834778430830206,0.29343719030334997
1466,Georgia,F,56,68872,0.0002779633088513035,0.2937151536122013
1467,Georgia,F,57,67684,0.0002731686112831285,0.2939883222234844
1468,Georgia,F,58,67337,0.0002717681398553872,0.29426009036333983
1469,Georgia,F,59,64461,0.00026016077436206113,0.2945202511377019
1470,Georgia,F,60,63648,0.00025687955456161815,0.2947771306922635
1471,Georgia,F,61,61210,0.0002470399311010031,0.2950241706233645
1472,Georgia,F,62,59013,0.00023817296935245056,0.29526234359271697
1473,Georgia,F,63,56842,0.00022941094206246072,0.29549175453477944
1474,Georgia,F,64,55865,0.0002254678279849296,0.2957172223627644
1475,Georgia,F,65,54439,0.000219712576526834,0.2959369349392912
1476,Georgia,F,66,53073,0.00021419948151157555,0.29615113442080276
1477,Georgia,F,67,52897,0.00021348915594592,0.2963646235767487
1478,Georgia,F,68,54103,0.00021835650044694613,0.29658298007719563
1479,Georgia,F,69,40344,0.00016282599216368027,0.2967458060693593
1480,Georgia,F,70,39494,0.00015939544255682108,0.29690520151191613
1481,Georgia,F,71,38171,0.00015405589299226255,0.2970592574049084
1482,Georgia,F,72,38497,0.0001553716096650109,0.2972146290145734
1483,Georgia,F,73,33237,0.0001341425615096233,0.297348771576083
1484,Georgia,F,74,30390,0.00012265223829700187,0.29747142381438
1485,Georgia,F,75,28598,0.00011541983253759987,0.2975868436469176
1486,Georgia,F,76,26518,0.00010702507585257966,0.2976938687227702
1487,Georgia,F,77,24817,0.00010015994069814728,0.2977940286634684
1488,Georgia,F,78,22518,9.088131299677158e-05,0.29788490997646516
1489,Georgia,F,79,21446,8.655478455141502e-05,0.2979714647610166
1490,Georgia,F,80,20772,8.383456051021136e-05,0.2980552993215268
1491,Georgia,F,81,18089,7.300613157467809e-05,0.2981283054531015
1492,Georgia,F,82,17018,6.868363907003548e-05,0.2981969890921715
1493,Georgia,F,83,16030,6.469612964465088e-05,0.2982616852218162
1494,Georgia,F,84,14748,5.952205364936439e-05,0.2983212072754655
1495,Georgia,F,85,92354,0.00037273526869632486,0.2986939425441618
1496,Hawaii,M,18,7941,3.204940520949299e-05,0.29872599194937133
1497,Hawaii,M,19,8716,3.51772592628058e-05,0.29876116920863416
1498,Hawaii,M,20,10315,4.1630728464415084e-05,0.2988027999370986
1499,Hawaii,M,21,11641,4.698238585111546e-05,0.2988497823229497
1500,Hawaii,M,22,11519,4.6490001084013315e-05,0.2988962723240337
1501,Hawaii,M,23,12650,5.105465003149305e-05,0.2989473269740652
1502,Hawaii,M,24,13471,5.4368157357647656e-05,0.29900169513142283
1503,Hawaii,M,25,13070,5.27497451313529e-05,0.2990544448765542
1504,Hawaii,M,26,12501,5.04532948651142e-05,0.29910489817141933
1505,Hawaii,M,27,11982,4.83586416345731e-05,0.2991532568130539
1506,Hawaii,M,28,12033,4.856447461098465e-05,0.29920182128766487
1507,Hawaii,M,29,12053,4.864519342526369e-05,0.29925046648109016
1508,Hawaii,M,30,11691,4.718418288681306e-05,0.29929765066397696
1509,Hawaii,M,31,11007,4.442359943846988e-05,0.2993420742634154
1510,Hawaii,M,32,11155,4.502091866413478e-05,0.29938709518207957
1511,Hawaii,M,33,10700,4.3184565639286615e-05,0.29943027974771885
1512,Hawaii,M,34,10310,4.161054876084533e-05,0.2994718902964797
1513,Hawaii,M,35,10588,4.273254027932399e-05,0.299514622836759
1514,Hawaii,M,36,9790,3.951185958959027e-05,0.2995541346963486
1515,Hawaii,M,37,9694,3.912440928105088e-05,0.2995932591056297
1516,Hawaii,M,38,9127,3.6836030896240086e-05,0.2996300951365259
1517,Hawaii,M,39,8885,3.58593332434637e-05,0.29966595446976935
1518,Hawaii,M,40,8981,3.624678355200309e-05,0.29970220125332137
1519,Hawaii,M,41,8339,3.3655709613645895e-05,0.29973585696293503
1520,Hawaii,M,42,8363,3.3752572190780744e-05,0.2997696095351258
1521,Hawaii,M,43,8700,3.511268421138257e-05,0.2998047222193372
1522,Hawaii,M,44,8904,3.593601611702878e-05,0.2998406582354542
1523,Hawaii,M,45,9481,3.82647539089791e-05,0.2998789229893632
1524,Hawaii,M,46,8654,3.492703093854078e-05,0.29991385002030174
1525,Hawaii,M,47,8165,3.2953455929418244e-05,0.29994680347623115
1526,Hawaii,M,48,8173,3.298574345512986e-05,0.29997978921968627
1527,Hawaii,M,49,8379,3.3817147242203976e-05,0.3000136063669285
1528,Hawaii,M,50,8964,3.6178172559865904e-05,0.30004978453948833
1529,Hawaii,M,51,8925,3.602077087202178e-05,0.30008580531036033
1530,Hawaii,M,52,8996,3.630732266271237e-05,0.300122112633023
1531,Hawaii,M,53,8902,3.592794423560088e-05,0.30015804057725864
1532,Hawaii,M,54,8898,3.591180047274507e-05,0.3001939523777314
1533,Hawaii,M,55,9554,3.8559377581097595e-05,0.30023251175531246
1534,Hawaii,M,56,9054,3.6541407224121585e-05,0.3002690531625366
1535,Hawaii,M,57,8995,3.630328672199842e-05,0.3003053564492586
1536,Hawaii,M,58,8914,3.59763755241683e-05,0.30034133282478276
1537,Hawaii,M,59,8989,3.627907107771471e-05,0.3003776118958605
1538,Hawaii,M,60,9005,3.634364612913794e-05,0.30041395554198963
1539,Hawaii,M,61,8686,3.505618104138724e-05,0.300449011723031
1540,Hawaii,M,62,8584,3.4644515088564136e-05,0.30048365623811957
1541,Hawaii,M,63,8219,3.317139672797165e-05,0.30051682763484755
1542,Hawaii,M,64,7939,3.204133332806509e-05,0.3005488689681756
1543,Hawaii,M,65,8360,3.3740464368638884e-05,0.3005826094325443
1544,Hawaii,M,66,7947,3.2073620853776704e-05,0.30061468305339806
1545,Hawaii,M,67,7770,3.135925934740719e-05,0.30064604231274544
1546,Hawaii,M,68,7767,3.134715152526534e-05,0.3006773894642707
1547,Hawaii,M,69,6160,2.4861394797944443e-05,0.30070225085906865
1548,Hawaii,M,70,6223,2.511565906292342e-05,0.3007273665181316
1549,Hawaii,M,71,5996,2.419950052085631e-05,0.30075156601865244
1550,Hawaii,M,72,5331,2.151559994607822e-05,0.3007730816185985
1551,Hawaii,M,73,4669,1.884380719344198e-05,0.300791925425792
1552,Hawaii,M,74,4167,1.6817764955038066e-05,0.300808743190747
1553,Hawaii,M,75,3959,1.5978289286536046e-05,0.30082472148003353
1554,Hawaii,M,76,3503,1.4137900320973925e-05,0.3008388593803545
1555,Hawaii,M,77,3272,1.3205598016051009e-05,0.3008520649783705
1556,Hawaii,M,78,2969,1.1982707979723547e-05,0.3008640476863502
1557,Hawaii,M,79,2710,1.0937399334809974e-05,0.30087498508568505
1558,Hawaii,M,80,2673,1.078806952839375e-05,0.3008857731552134
1559,Hawaii,M,81,2441,9.85173128275688e-06,0.3008956248864962
1560,Hawaii,M,82,2340,9.444101270647726e-06,0.3009050689877668
1561,Hawaii,M,83,2229,8.996111851399052e-06,0.3009140650996182
1562,Hawaii,M,84,2032,8.201031530750504e-06,0.300922266131149
1563,Hawaii,M,85,13670,5.517130955972411e-05,0.3009774374407087
1564,Hawaii,F,18,7455,3.0087938022512307e-05,0.3010075253787312
1565,Hawaii,F,19,7397,2.985385346110309e-05,0.3010373792321923
1566,Hawaii,F,20,8063,3.254178997659514e-05,0.3010699210221689
1567,Hawaii,F,21,8515,3.436603517930145e-05,0.3011042870573482
1568,Hawaii,F,22,8859,3.5754398784900945e-05,0.3011400414561331
1569,Hawaii,F,23,9455,3.815981945041635e-05,0.30117820127558353
1570,Hawaii,F,24,10181,4.1089912408745514e-05,0.3012192911879923
1571,Hawaii,F,25,10281,4.1493506480140716e-05,0.3012607846944724
1572,Hawaii,F,26,10053,4.0573311997359655e-05,0.3013013580064698
1573,Hawaii,F,27,10050,4.0561204175217796e-05,0.301341919210645
1574,Hawaii,F,28,9894,3.993159742384128e-05,0.30138185080806884
1575,Hawaii,F,29,9797,3.954011117458794e-05,0.3014213909192434
1576,Hawaii,F,30,10071,4.064595893021079e-05,0.30146203687817363
1577,Hawaii,F,31,9851,3.975805197314135e-05,0.3015017949301468
1578,Hawaii,F,32,9864,3.981051920242272e-05,0.3015416054493492
1579,Hawaii,F,33,9960,4.0197969510962114e-05,0.30158180341886015
1580,Hawaii,F,34,9588,3.869659956537196e-05,0.3016205000184255
1581,Hawaii,F,35,9701,3.9152660866048545e-05,0.30165965267929157
1582,Hawaii,F,36,8902,3.592794423560088e-05,0.3016955806235272
1583,Hawaii,F,37,8425,3.400280051504577e-05,0.3017295834240422
1584,Hawaii,F,38,8726,3.521761866994532e-05,0.30176480104271214
1585,Hawaii,F,39,8280,3.341758911152272e-05,0.30179821863182366
1586,Hawaii,F,40,8192,3.3062426328694945e-05,0.3018312810581524
1587,Hawaii,F,41,8097,3.267901196086951e-05,0.30186396007011324
1588,Hawaii,F,42,8041,3.2452999280888194e-05,0.30189641306939413
1589,Hawaii,F,43,8251,3.330054683081812e-05,0.30192971361622495
1590,Hawaii,F,44,8729,3.522972649208718e-05,0.30196494334271706
1591,Hawaii,F,45,9188,3.7082223279791156e-05,0.30200202556599687
1592,Hawaii,F,46,8744,3.529026560279646e-05,0.30203731583159965
1593,Hawaii,F,47,8235,3.3235971779394885e-05,0.30207055180337905
1594,Hawaii,F,48,8272,3.3385301585811107e-05,0.30210393710496486
1595,Hawaii,F,49,8517,3.4374107060729355e-05,0.3021383112120256
1596,Hawaii,F,50,8891,3.588354888774741e-05,0.30217419476091334
1597,Hawaii,F,51,9108,3.6759348022674994e-05,0.302210954108936
1598,Hawaii,F,52,9007,3.6351718010565844e-05,0.3022473058269466
1599,Hawaii,F,53,9017,3.6392077417705364e-05,0.30228369790436427
1600,Hawaii,F,54,9093,3.669880891196572e-05,0.3023203967132762
1601,Hawaii,F,55,9691,3.9112301458909025e-05,0.30235950901473513
1602,Hawaii,F,56,9185,3.70701154576493e-05,0.3023965791301928
1603,Hawaii,F,57,9410,3.7978202118288504e-05,0.3024345573323111
1604,Hawaii,F,58,9295,3.7514068936184025e-05,0.3024720714012473
1605,Hawaii,F,59,9318,3.760689557260492e-05,0.3025096782968199
1606,Hawaii,F,60,9363,3.778851290473276e-05,0.30254746680972466
1607,Hawaii,F,61,9170,3.700957634694002e-05,0.3025844763860716
1608,Hawaii,F,62,8947,3.610956156772872e-05,0.30262058594763935
1609,Hawaii,F,63,8705,3.5132863914952334e-05,0.3026557188115543
1610,Hawaii,F,64,8420,3.3982620811476005e-05,0.3026897014323658
1611,Hawaii,F,65,8706,3.513689985566628e-05,0.30272483833222147
1612,Hawaii,F,66,8286,3.3441804755806435e-05,0.30275828013697725
1613,Hawaii,F,67,8249,3.3292474949390213e-05,0.30279157261192663
1614,Hawaii,F,68,8004,3.2303669474471965e-05,0.3028238762814011
1615,Hawaii,F,69,6663,2.6891472977062308e-05,0.3028507677543782
1616,Hawaii,F,70,6723,2.713362941989943e-05,0.3028779013837981
1617,Hawaii,F,71,6381,2.575333769572784e-05,0.30290365472149383
1618,Hawaii,F,72,5850,2.3610253176619317e-05,0.30292726497467043
1619,Hawaii,F,73,5249,2.1184652807534154e-05,0.30294844962747797
1620,Hawaii,F,74,4771,1.9255473146265085e-05,0.3029677051006242
1621,Hawaii,F,75,4648,1.8759052438448987e-05,0.30298646415306263
1622,Hawaii,F,76,4174,1.684601654003573e-05,0.3030033101696027
1623,Hawaii,F,77,4018,1.6216409788659215e-05,0.30301952657939135
1624,Hawaii,F,78,3735,1.5074238566610794e-05,0.30303460081795797
1625,Hawaii,F,79,3617,1.4597997562364455e-05,0.30304919881552034
1626,Hawaii,F,80,3644,1.470696796164116e-05,0.30306390578348197
1627,Hawaii,F,81,3277,1.3225777719620769e-05,0.3030771315612016
1628,Hawaii,F,82,3437,1.3871528233853092e-05,0.30309100308943543
1629,Hawaii,F,83,3419,1.3798881301001956e-05,0.3031048019707364
1630,Hawaii,F,84,3242,1.3084519794632448e-05,0.30311788649053106
1631,Hawaii,F,85,24633,9.941732760678011e-05,0.30321730381813783
1632,Iowa,M,18,21795,8.796332786058427e-05,0.3033052671459984
1633,Iowa,M,19,25138,0.00010145547766732587,0.30340672262366575
1634,Iowa,M,20,24631,9.94092557253522e-05,0.3035061318793911
1635,Iowa,M,21,24523,9.897337412824538e-05,0.3036051052535193
1636,Iowa,M,22,24620,9.936486037749873e-05,0.3037044701138968
1637,Iowa,M,23,23234,9.377104654796123e-05,0.30379824116044474
1638,Iowa,M,24,21810,8.802386697129355e-05,0.30388626502741606
1639,Iowa,M,25,20813,8.400003407948338e-05,0.30397026506149555
1640,Iowa,M,26,20130,8.124348657185416e-05,0.3040515085480674
1641,Iowa,M,27,18551,7.487073618452393e-05,0.3041263792842519
1642,Iowa,M,28,18844,7.605326681371186e-05,0.3042024325510656
1643,Iowa,M,29,19546,7.888649719490618e-05,0.3042813190482605
1644,Iowa,M,30,20612,8.318880999597904e-05,0.3043645078582565
1645,Iowa,M,31,20218,8.159864935468194e-05,0.30444610650761117
1646,Iowa,M,32,20510,8.277714404315593e-05,0.3045288836516543
1647,Iowa,M,33,20680,8.346325396452778e-05,0.30461234690561884
1648,Iowa,M,34,20569,8.301526454527909e-05,0.30469536217016413
1649,Iowa,M,35,20930,8.447223914301577e-05,0.30477983440930717
1650,Iowa,M,36,19584,7.903986294203635e-05,0.3048588742722492
1651,Iowa,M,37,19008,7.671516109079999e-05,0.30493558943334004
1652,Iowa,M,38,18426,7.436624359527992e-05,0.30500995567693534
1653,Iowa,M,39,17644,7.121013795696943e-05,0.3050811658148923
1654,Iowa,M,40,18402,7.426938101814507e-05,0.30515543519591043
1655,Iowa,M,41,17195,6.939800057640499e-05,0.30522483319648686
1656,Iowa,M,42,17059,6.884911263930751e-05,0.3052936823091262
1657,Iowa,M,43,18094,7.302631127824785e-05,0.30536670862040444
1658,Iowa,M,44,19291,7.785733231284842e-05,0.3054445659527173
1659,Iowa,M,45,19830,8.003270435766855e-05,0.305524598657075
1660,Iowa,M,46,18792,7.584339789658635e-05,0.30560044205497156
1661,Iowa,M,47,18396,7.424516537386135e-05,0.3056746872203454
1662,Iowa,M,48,18519,7.474158608167746e-05,0.3057494288064271
1663,Iowa,M,49,18968,7.65537234622419e-05,0.30582598252988935
1664,Iowa,M,50,20066,8.098518636616123e-05,0.30590696771625553
1665,Iowa,M,51,20946,8.4536814194439e-05,0.30599150453045
1666,Iowa,M,52,21002,8.476282687442032e-05,0.3060762673573244
1667,Iowa,M,53,21373,8.626016087929652e-05,0.3061625275182037
1668,Iowa,M,54,22145,8.937590711046747e-05,0.30625190342531416
1669,Iowa,M,55,22526,9.09136005224832e-05,0.30634281702583666
1670,Iowa,M,56,21535,8.691398327495675e-05,0.30642973100911164
1671,Iowa,M,57,21662,8.742654774562865e-05,0.30651715755685727
1672,Iowa,M,58,21385,8.630859216786394e-05,0.3066034661490251
1673,Iowa,M,59,20762,8.379420110307184e-05,0.30668726035012817
1674,Iowa,M,60,20926,8.445609538015997e-05,0.3067717164455083
1675,Iowa,M,61,20035,8.086007220402872e-05,0.30685257651771236
1676,Iowa,M,62,19463,7.855151411564817e-05,0.306931128031828
1677,Iowa,M,63,18973,7.657390316581167e-05,0.30700770193499377
1678,Iowa,M,64,17987,7.259446562185499e-05,0.3070802964006156
1679,Iowa,M,65,17275,6.972087583352115e-05,0.30715001727644914
1680,Iowa,M,66,16154,6.519658629318093e-05,0.3072152138627423
1681,Iowa,M,67,15583,6.289206414551432e-05,0.3072781059268878
1682,Iowa,M,68,16319,6.5862516510983e-05,0.3073439684433988
1683,Iowa,M,69,11670,4.709942813182007e-05,0.3073910678715306
1684,Iowa,M,70,11376,4.591286156191818e-05,0.3074369807330925
1685,Iowa,M,71,11024,4.449221043060707e-05,0.3074814729435231
1686,Iowa,M,72,11278,4.551733937195088e-05,0.3075269902828951
1687,Iowa,M,73,9876,3.9858950490990145e-05,0.30756684923338606
1688,Iowa,M,74,9171,3.7013612287653975e-05,0.3076038628456737
1689,Iowa,M,75,8678,3.5023893515675626e-05,0.3076388867391894
1690,Iowa,M,76,8187,3.304224662512519e-05,0.3076719289858145
1691,Iowa,M,77,7775,3.1379439050976957e-05,0.3077033084248655
1692,Iowa,M,78,7266,2.9325145227575376e-05,0.30773263357009306
1693,Iowa,M,79,7041,2.841705856693617e-05,0.30776105062866
1694,Iowa,M,80,6450,2.6031817604990528e-05,0.30778708244626496
1695,Iowa,M,81,5568,2.2472117895284848e-05,0.30780955456416026
1696,Iowa,M,82,5383,2.1725468863203724e-05,0.30783128003302346
1697,Iowa,M,83,5116,2.0647872692578535e-05,0.307851927905716
1698,Iowa,M,84,4727,1.9077891754851196e-05,0.3078710057974709
1699,Iowa,M,85,26214,0.00010579814987553824,0.30797680394734644
1700,Iowa,F,18,20685,8.348343366809753e-05,0.30806028738101454
1701,Iowa,F,19,23469,9.471949261573995e-05,0.3081550068736303
1702,Iowa,F,20,23609,9.528452431569323e-05,0.30825029139794596
1703,Iowa,F,21,23568,9.511905074642121e-05,0.3083454104486924
1704,Iowa,F,22,22508,9.084095358963207e-05,0.30843625140228204
1705,Iowa,F,23,22051,8.899652868335599e-05,0.3085252479309654
1706,Iowa,F,24,20538,8.289015038314658e-05,0.30860813808134857
1707,Iowa,F,25,19962,8.056544853191022e-05,0.3086887035298805
1708,Iowa,F,26,18406,7.428552478100088e-05,0.3087629890546615
1709,Iowa,F,27,17922,7.23321294754481e-05,0.3088353211841369
1710,Iowa,F,28,18051,7.285276582754792e-05,0.30890817394996445
1711,Iowa,F,29,18705,7.549227105447253e-05,0.3089836662210189
1712,Iowa,F,30,19663,7.935870225843857e-05,0.30906302492327736
1713,Iowa,F,31,19205,7.751024141144854e-05,0.3091405351646888
1714,Iowa,F,32,19815,7.997216524695928e-05,0.3092205073299358
1715,Iowa,F,33,19687,7.945556483557342e-05,0.30929996289477135
1716,Iowa,F,34,19620,7.918515680773862e-05,0.30937914805157907
1717,Iowa,F,35,20350,8.21313935289236e-05,0.309461279445108
1718,Iowa,F,36,18927,7.638824989296988e-05,0.30953766769500096
1719,Iowa,F,37,18370,7.41402309152986e-05,0.30961180792591625
1720,Iowa,F,38,17955,7.246531551900852e-05,0.30968427324143527
1721,Iowa,F,39,17200,6.941818027997474e-05,0.30975369142171527
1722,Iowa,F,40,17638,7.118592231268573e-05,0.30982487734402797
1723,Iowa,F,41,16662,6.724684417586856e-05,0.30989212418820383
1724,Iowa,F,42,16833,6.793699003795435e-05,0.30996006117824176
1725,Iowa,F,43,17712,7.148458192551817e-05,0.3100315457601673
1726,Iowa,F,44,19116,7.71510426879068e-05,0.3101086968028552
1727,Iowa,F,45,19024,7.677973614222322e-05,0.3101854765389974
1728,Iowa,F,46,18502,7.467297508954027e-05,0.310260149514087
1729,Iowa,F,47,17891,7.220701531331559e-05,0.3103323565294003
1730,Iowa,F,48,18223,7.354694763034766e-05,0.3104059034770306
1731,Iowa,F,49,18635,7.52097552044959e-05,0.3104811132322351
1732,Iowa,F,50,19969,8.059370011690788e-05,0.310561706932352
1733,Iowa,F,51,20673,8.34350023795301e-05,0.31064514193473153
1734,Iowa,F,52,21307,8.599378879217569e-05,0.3107311357235237
1735,Iowa,F,53,22012,8.883912699551187e-05,0.3108199748505192
1736,Iowa,F,54,22552,9.101853498104596e-05,0.31091099338550027
1737,Iowa,F,55,22547,9.099835527747619e-05,0.31100199174077775
1738,Iowa,F,56,21857,8.821355618484929e-05,0.3110902052969626
1739,Iowa,F,57,21871,8.827005935484463e-05,0.31117847535631743
1740,Iowa,F,58,21751,8.778574646917039e-05,0.3112662611027866
